address_id,address_string,parsing_errors,address_components,model_id
1140,1063 Highway 315,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1063,
        ""last_building_number"": 1063,
        ""street"": ""Highway 315""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1141,19501 West Hopi Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 19501,
        ""last_building_number"": 19501,
        ""street"": ""West Hopi Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1142,1115 Westford Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1115,
        ""last_building_number"": 1115,
        ""street"": ""Westford Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1143,2317-2335 Market Street,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 2317,
        ""last_building_number"": 2335,
        ""street"": ""Market Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1144,10564 US Highway #15 501,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 10564,
        ""last_building_number"": 10564,
        ""street"": ""US Highway #15 501""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1145,10615 Meadowglen Lane,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 10615,
        ""last_building_number"": 10615,
        ""street"": ""Meadowglen Lane""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1146,10430 South Kirkwood,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 10430,
        ""last_building_number"": 10430,
        ""street"": ""South Kirkwood""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1147,South Cherry Grove Avenue,False,"[
    {
        ""address_type"": ""approximate"",
        ""first_building_number"": null,
        ""last_building_number"": null,
        ""street"": ""South Cherry Grove Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1148,5030-5086 North High Street,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 5030,
        ""last_building_number"": 5086,
        ""street"": ""North High Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1149,500 West Catalina Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 500,
        ""last_building_number"": 500,
        ""street"": ""West Catalina Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1150,575 West Crossroads Parkway,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 575,
        ""last_building_number"": 575,
        ""street"": ""West Crossroads Parkway""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1151,7738-7853 N.W. 44th St,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 7738,
        ""last_building_number"": 7853,
        ""street"": ""N.W. 44th St""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1152,1395 Third Street South,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1395,
        ""last_building_number"": 1395,
        ""street"": ""Third Street South""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1153,4100-4120 Valley Blvd,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 4100,
        ""last_building_number"": 4120,
        ""street"": ""Valley Blvd""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1154,166 West 76th Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 166,
        ""last_building_number"": 166,
        ""street"": ""West 76th Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1155,2500 North Hollywood Way,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 2500,
        ""last_building_number"": 2500,
        ""street"": ""North Hollywood Way""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1156,445 Forest Square Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 445,
        ""last_building_number"": 445,
        ""street"": ""Forest Square Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1157,200 and 310 North Madison Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 200,
        ""last_building_number"": 200,
        ""street"": ""North Madison Avenue""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 310,
        ""last_building_number"": 310,
        ""street"": ""North Madison Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1158,"1512-1530 Demonbreun, 112-118 16th Avenue, 1529-1533 McGavock Street",False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 1512,
        ""last_building_number"": 1530,
        ""street"": ""Demonbreun""
    },
    {
        ""address_type"": ""range"",
        ""first_building_number"": 112,
        ""last_building_number"": 118,
        ""street"": ""16th Avenue""
    },
    {
        ""address_type"": ""range"",
        ""first_building_number"": 1529,
        ""last_building_number"": 1533,
        ""street"": ""McGavock Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1159,226 Landis Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 226,
        ""last_building_number"": 226,
        ""street"": ""Landis Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1160,35-38 Kimmig Avenue,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 35,
        ""last_building_number"": 38,
        ""street"": ""Kimmig Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1161,8600 Bartram Ave,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 8600,
        ""last_building_number"": 8600,
        ""street"": ""Bartram Ave""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1162,1400 Dell Ave.,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1400,
        ""last_building_number"": 1400,
        ""street"": ""Dell Ave.""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1163,5816 Boca Raton Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 5816,
        ""last_building_number"": 5816,
        ""street"": ""Boca Raton Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1164,10325 West Broward Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 10325,
        ""last_building_number"": 10325,
        ""street"": ""West Broward Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1165,150 Wellesley Dr,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 150,
        ""last_building_number"": 150,
        ""street"": ""Wellesley Dr""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1166,10946 Golden West Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 10946,
        ""last_building_number"": 10946,
        ""street"": ""Golden West Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1167,1155 Market Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1155,
        ""last_building_number"": 1155,
        ""street"": ""Market Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1168,811 East Wetmore Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 811,
        ""last_building_number"": 811,
        ""street"": ""East Wetmore Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1169,11000 & 13000 Midlantic Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 11000,
        ""last_building_number"": 11000,
        ""street"": ""Midlantic Drive""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 13000,
        ""last_building_number"": 13000,
        ""street"": ""Midlantic Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1170,200 East Capitol Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 200,
        ""last_building_number"": 200,
        ""street"": ""East Capitol Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1171,100 Arbor Court,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 100,
        ""last_building_number"": 100,
        ""street"": ""Arbor Court""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1172,910 West Lake Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 910,
        ""last_building_number"": 910,
        ""street"": ""West Lake Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1173,25 Elizabeth Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 25,
        ""last_building_number"": 25,
        ""street"": ""Elizabeth Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1174,7400-7490 S. University Boulevard,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 7400,
        ""last_building_number"": 7490,
        ""street"": ""S. University Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1175,300-402 Ryders Lane,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 300,
        ""last_building_number"": 402,
        ""street"": ""Ryders Lane""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1176,25650 Baffin Bay Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 25650,
        ""last_building_number"": 25650,
        ""street"": ""Baffin Bay Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1177,3237 Berlin Turnpike,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3237,
        ""last_building_number"": 3237,
        ""street"": ""Berlin Turnpike""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1178,6910 Interbay Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 6910,
        ""last_building_number"": 6910,
        ""street"": ""Interbay Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1179,1960-1980 North Sequoia Avenue,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 1960,
        ""last_building_number"": 1980,
        ""street"": ""North Sequoia Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1180,4351 East Imperial Highway & 10901-10927 Atlantic Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 4351,
        ""last_building_number"": 4351,
        ""street"": ""East Imperial Highway""
    },
    {
        ""address_type"": ""range"",
        ""first_building_number"": 10901,
        ""last_building_number"": 10927,
        ""street"": ""Atlantic Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1181,1011 Southwest 134th Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1011,
        ""last_building_number"": 1011,
        ""street"": ""Southwest 134th Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1182,"1400 Valwood Parkway, 1645 Wallace Drive, 1617 and 1650 West Crosby Road",False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1400,
        ""last_building_number"": 1400,
        ""street"": ""Valwood Parkway""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1645,
        ""last_building_number"": 1645,
        ""street"": ""Wallace Drive""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1617,
        ""last_building_number"": 1617,
        ""street"": ""West Crosby Road""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1650,
        ""last_building_number"": 1650,
        ""street"": ""West Crosby Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1183,3532-3616 W. Thomas Rd. & 2910-2928 N. 35th Ave.,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 3532,
        ""last_building_number"": 3616,
        ""street"": ""W. Thomas Rd.""
    },
    {
        ""address_type"": ""range"",
        ""first_building_number"": 2910,
        ""last_building_number"": 2928,
        ""street"": ""N. 35th Ave.""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1184,3800 West Hamlin Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3800,
        ""last_building_number"": 3800,
        ""street"": ""West Hamlin Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1185,10060-10080 Arrow Route,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 10060,
        ""last_building_number"": 10080,
        ""street"": ""Arrow Route""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1186,150 West Center Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 150,
        ""last_building_number"": 150,
        ""street"": ""West Center Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1187,75 Felton Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 75,
        ""last_building_number"": 75,
        ""street"": ""Felton Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1188,29  West Anapamu Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 29,
        ""last_building_number"": 29,
        ""street"": ""West Anapamu Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1189,980 South Main Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 980,
        ""last_building_number"": 980,
        ""street"": ""South Main Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1190,150 South US Highway 1,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 150,
        ""last_building_number"": 150,
        ""street"": ""South US Highway 1""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1191,2203-2215 Tasman Drive,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 2203,
        ""last_building_number"": 2215,
        ""street"": ""Tasman Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1192,3001 North Midland Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3001,
        ""last_building_number"": 3001,
        ""street"": ""North Midland Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1193,130 W 42nd Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 130,
        ""last_building_number"": 130,
        ""street"": ""W 42nd Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1194,125 E. Baltimore Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 125,
        ""last_building_number"": 125,
        ""street"": ""E. Baltimore Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1195,3053 Villa Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3053,
        ""last_building_number"": 3053,
        ""street"": ""Villa Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1196,1600 North Willis Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1600,
        ""last_building_number"": 1600,
        ""street"": ""North Willis Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1197,1611 South Methow Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1611,
        ""last_building_number"": 1611,
        ""street"": ""South Methow Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1198,4400 Avenue A,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 4400,
        ""last_building_number"": 4400,
        ""street"": ""Avenue A""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1199,4100 Lonas Parkway,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 4100,
        ""last_building_number"": 4100,
        ""street"": ""Lonas Parkway""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1200,10919 Town Center Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 10919,
        ""last_building_number"": 10919,
        ""street"": ""Town Center Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1201,101 Northeast 40th Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 101,
        ""last_building_number"": 101,
        ""street"": ""Northeast 40th Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1202,16021-16031 Arrow Highway,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 16021,
        ""last_building_number"": 16031,
        ""street"": ""Arrow Highway""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1203,2127 Peach Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 2127,
        ""last_building_number"": 2127,
        ""street"": ""Peach Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1204,42201 and 42211 North 41st Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 42201,
        ""last_building_number"": 42201,
        ""street"": ""North 41st Drive""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 42211,
        ""last_building_number"": 42211,
        ""street"": ""North 41st Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1205,7101 U.S. Highway 41 North,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 7101,
        ""last_building_number"": 7101,
        ""street"": ""U.S. Highway 41 North""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1206,90 Good Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 90,
        ""last_building_number"": 90,
        ""street"": ""Good Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1207,1140 31st Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1140,
        ""last_building_number"": 1140,
        ""street"": ""31st Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1208,505 North Tyler Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 505,
        ""last_building_number"": 505,
        ""street"": ""North Tyler Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1209,1700-1710 Connecticut Avenue NW,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 1700,
        ""last_building_number"": 1710,
        ""street"": ""Connecticut Avenue NW""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1210,500 South Pickett Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 500,
        ""last_building_number"": 500,
        ""street"": ""South Pickett Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1211,3700 Manchaca Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3700,
        ""last_building_number"": 3700,
        ""street"": ""Manchaca Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1212,158 Union Turnpike,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 158,
        ""last_building_number"": 158,
        ""street"": ""Union Turnpike""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1213,6500 Mineral Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 6500,
        ""last_building_number"": 6500,
        ""street"": ""Mineral Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1214,1303 Ocala Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1303,
        ""last_building_number"": 1303,
        ""street"": ""Ocala Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1215,1851 & 1871 Sunrise Highway (Route 27),False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1851,
        ""last_building_number"": 1851,
        ""street"": ""Sunrise Highway (Route 27)""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1871,
        ""last_building_number"": 1871,
        ""street"": ""Sunrise Highway (Route 27)""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1216,1625-1637 Market Street,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 1625,
        ""last_building_number"": 1637,
        ""street"": ""Market Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1217,1127 Wilshire Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1127,
        ""last_building_number"": 1127,
        ""street"": ""Wilshire Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1218,9685-9733 & 9749 Dixie Highway,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 9685,
        ""last_building_number"": 9733,
        ""street"": ""Dixie Highway""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 9749,
        ""last_building_number"": 9749,
        ""street"": ""Dixie Highway""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1219,5900 Roche Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 5900,
        ""last_building_number"": 5900,
        ""street"": ""Roche Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1220,1025 W. Boone Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1025,
        ""last_building_number"": 1025,
        ""street"": ""W. Boone Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1221,8251 Orangethorpe Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 8251,
        ""last_building_number"": 8251,
        ""street"": ""Orangethorpe Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1222,109 -111 Grant Avenue,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 109,
        ""last_building_number"": 111,
        ""street"": ""Grant Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1223,911 Saint Louis Street and 333 Marshall Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 911,
        ""last_building_number"": 911,
        ""street"": ""Saint Louis Street""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 333,
        ""last_building_number"": 333,
        ""street"": ""Marshall Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1224,1800 South Brand Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1800,
        ""last_building_number"": 1800,
        ""street"": ""South Brand Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1225,177-199 Forest Hills Street,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 177,
        ""last_building_number"": 199,
        ""street"": ""Forest Hills Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1226,12813 Ware Lane,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 12813,
        ""last_building_number"": 12813,
        ""street"": ""Ware Lane""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1227,225 South Berendo Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 225,
        ""last_building_number"": 225,
        ""street"": ""South Berendo Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1228,890 W. Loveland,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 890,
        ""last_building_number"": 890,
        ""street"": ""W. Loveland""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1229,1941 North Black Horse Pike,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1941,
        ""last_building_number"": 1941,
        ""street"": ""North Black Horse Pike""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1230,88 Madison Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 88,
        ""last_building_number"": 88,
        ""street"": ""Madison Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1231,3601 Thirlane Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3601,
        ""last_building_number"": 3601,
        ""street"": ""Thirlane Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1232,111 East Monument Avenue,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 111,
        ""last_building_number"": 111,
        ""street"": ""East Monument Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1233,112-50 78th Avenue,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 112,
        ""last_building_number"": 50,
        ""street"": ""78th Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1234,7410 Old Centreville Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 7410,
        ""last_building_number"": 7410,
        ""street"": ""Old Centreville Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1235,84-88 Charles Street,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 84,
        ""last_building_number"": 88,
        ""street"": ""Charles Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1236,250 Johnson Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 250,
        ""last_building_number"": 250,
        ""street"": ""Johnson Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1237,1509 East Wells Branch Parkway,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1509,
        ""last_building_number"": 1509,
        ""street"": ""East Wells Branch Parkway""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1238,1935 Lor Ray Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1935,
        ""last_building_number"": 1935,
        ""street"": ""Lor Ray Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1239,2744 East 11th Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 2744,
        ""last_building_number"": 2744,
        ""street"": ""East 11th Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1240,3253 Walters Lane,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3253,
        ""last_building_number"": 3253,
        ""street"": ""Walters Lane""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1241,3220 Blume Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 3220,
        ""last_building_number"": 3220,
        ""street"": ""Blume Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1242,8301  Reseda Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 8301,
        ""last_building_number"": 8301,
        ""street"": ""Reseda Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1243,5050-5055 South Duneville Avenue,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 5050,
        ""last_building_number"": 5055,
        ""street"": ""South Duneville Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1244,1000 & 1020 Eden Road,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1000,
        ""last_building_number"": 1000,
        ""street"": ""Eden Road""
    },
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1020,
        ""last_building_number"": 1020,
        ""street"": ""Eden Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1245,1410 South Country Club Drive,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1410,
        ""last_building_number"": 1410,
        ""street"": ""South Country Club Drive""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1246,7600 Dr. Phillips Boulevard,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 7600,
        ""last_building_number"": 7600,
        ""street"": ""Dr. Phillips Boulevard""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1247,1328-1336 Pine Street,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 1328,
        ""last_building_number"": 1336,
        ""street"": ""Pine Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1248,1400 Welton Street,False,"[
    {
        ""address_type"": ""exact"",
        ""first_building_number"": 1400,
        ""last_building_number"": 1400,
        ""street"": ""Welton Street""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1249,1125-1139 Post Road,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 1125,
        ""last_building_number"": 1139,
        ""street"": ""Post Road""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
1250,1319-1343 3rd Avenue,False,"[
    {
        ""address_type"": ""range"",
        ""first_building_number"": 1319,
        ""last_building_number"": 1343,
        ""street"": ""3rd Avenue""
    }
]",cyankiwi/gemma-4-12B-it-AWQ-INT4
